Date,PR,GHI
2021-08-01,79.36368827,5.665241667
2021-08-02,70.19800096,5.767216667
2021-08-03,65.74414093,4.787883333
2021-08-04,68.07518076,5.460966667
2021-08-05,63.40334046,4.524466667
2021-08-06,84.49535345,4.662016667
2021-08-07,66.36888991,5.138308333
2021-08-08,70.0170831,5.625883333
2021-08-09,83.1749803,5.828241667
2021-08-10,79.33507233,5.149116667
2021-08-11,82.35168802,4.361525
2021-08-12,65.77637218,5.940125
2021-08-13,63.71151119,4.5078
2021-08-14,79.66327505,4.780541667
2021-08-15,63.38929463,3.1595
2021-08-16,74.59443687,6.798441667
2021-08-17,62.29054553,5.053208333
2021-08-18,83.8546115,5.964591667
2021-08-19,68.4681331,6.168666667
2021-08-20,77.56489288,4.348666667
2021-08-21,74.74532329,6.70605
2021-08-22,68.92897606,6.500833333
2021-08-23,71.82869702,5.047366667
2021-08-24,72.40950706,5.3084
2021-08-25,82.36793647,3.497525
2021-08-26,82.15373844,5.08975
2021-08-27,72.53968275,6.084875
2021-08-28,82.38219236,2.886766667
2021-08-29,66.36015355,4.808008333
2021-08-30,61.42860267,4.709216667
2021-08-31,77.40207493,5.390408333
2021-09-01,64.40865781,4.287058333
2021-09-02,80.29465385,4.798375
2021-09-03,77.90887344,4.6332
2021-09-04,66.732765,4.0792
2021-09-05,67.97049226,4.747466667
2021-09-06,64.66748956,4.892291667
2021-09-07,81.7510595,4.6983
2021-09-08,80.39380171,4.8834
2021-09-09,62.48941073,4.021166667
2021-09-10,81.53945804,4.851216667
2021-09-11,65.94349664,4.786425
2021-09-12,72.39011471,3.48995
2021-09-13,64.07789615,3.51
2021-09-14,67.72760076,4.23825
2021-09-15,62.62414189,4.308225
2021-09-16,66.31079237,4.453066667
2021-09-17,61.31348544,4.11275
2021-09-18,60.59317392,5.213008333
2021-09-19,63.74431428,2.938925
2021-09-20,65.55978451,4.525633333
2021-09-21,67.51107754,3.796208333
2021-09-22,79.4041274,5.418633333
2021-09-23,62.83109169,4.212283333
2021-09-24,70.67112172,3.27
2021-09-25,77.97870097,5.464258333
2021-09-26,74.98673846,2.443658333
2021-09-27,63.63294606,5.290108333
2021-09-28,61.94390546,5.242925
2021-09-29,67.48820209,5.312208333
2021-09-30,71.77287282,3.7533
2021-10-01,68.13106633,2.890266667
2021-10-02,78.00808824,2.241108333
2021-10-03,73.74996126,3.25835
2021-10-04,64.95592673,3.980583333
2021-10-05,83.04951382,4.432375
2021-10-06,72.53521474,2.569391667
2021-10-07,69.35398286,3.308558333
2021-10-08,61.74004753,4.530558333
2021-10-09,84.90241073,4.019216667
2021-10-10,65.29312359,4.879491667
2021-10-11,77.21641939,3.888933333
2021-10-12,76.95809436,3.69335
2021-10-13,74.05814538,4.217616667
2021-10-14,76.50041062,4.225558333
2021-10-15,60.82624031,4.874091667
2021-10-16,72.27197093,3.088991667
2021-10-17,74.67355616,2.655141667
2021-10-18,70.87573011,3.646175
2021-10-19,84.50975931,4.813958333
2021-10-20,64.46963886,3.462341667
2021-10-21,67.59034876,4.521408333
2021-10-22,73.61139765,3.811491667
2021-10-23,63.96217543,5.23085
2021-10-24,71.19728865,5.215608333
2021-10-25,84.0496343,4.301241667
2021-10-26,79.21805464,4.34445
2021-10-27,72.38592453,2.7031
2021-10-28,70.58115012,4.804625
2021-10-29,76.91450463,4.6817
2021-10-30,74.93947759,5.343966667
2021-10-31,67.68168661,4.882691667
2021-11-01,76.84541085,5.157433333
2021-11-02,71.37590669,5.658
2021-11-03,82.9816221,5.717733333
2021-11-04,72.15050345,4.610741667
2021-11-05,83.7984817,4.493766667
2021-11-06,61.25482929,4.409416667
2021-11-07,60.76163335,5.132466667
2021-11-08,84.15277112,4.932991667
2021-11-09,62.40509439,3.22415
2021-11-10,79.26744195,3.982908333
2021-11-11,74.53836635,3.147491667
2021-11-12,81.669693,5.170041667
2021-11-13,80.91794711,4.65255
2021-11-14,71.6221836,2.8508
2021-11-15,82.68891785,3.419125
2021-11-16,68.22133013,3.139875
2021-11-17,83.29130553,4.831783333
2021-11-18,67.36271671,4.327291667
2021-11-19,60.76667012,4.265508333
2021-11-20,84.41442212,3.625275
2021-11-21,67.65936027,5.127283333
2021-11-22,84.30780523,2.969658333
2021-11-23,76.79133747,4.362266667
2021-11-24,73.69426077,4.224641667
2021-11-25,74.50556752,4.057691667
2021-11-26,73.4344085,4.631066667
2021-11-27,61.88470526,1.684283333
2021-11-28,73.94051024,3.185458333
2021-11-29,71.91667791,2.700216667
2021-11-30,67.59835298,2.478966667
2021-12-01,72.55173801,4.040033333
2021-12-02,78.42530629,4.209466667
2021-12-03,78.15937955,5.584608333
2021-12-04,66.4821582,4.317975
2021-12-05,78.96544853,4.869316667
2021-12-06,64.23261362,4.898133333
2021-12-07,77.07997793,4.362108333
2021-12-08,78.67499311,4.85815
2021-12-09,77.50831579,3.397541667
2021-12-10,75.79341306,5.471958333
2021-12-11,60.94602987,4.818091667
2021-12-12,71.51924314,4.694283333
2021-12-13,79.55462349,4.765308333
2021-12-14,81.67983986,4.7271
2021-12-15,82.9011479,4.8865
2021-12-16,70.13312666,3.369958333
2021-12-17,63.77418775,3.554241667
2021-12-18,73.60969872,4.851925
2021-12-19,66.53974734,3.424116667
2021-12-20,84.68507232,4.136958333
2021-12-21,65.38315826,4.197316667
2021-12-22,73.42331297,2.564775
2021-12-23,70.32226846,3.409658333
2021-12-24,65.7276318,3.881258333
2021-12-25,78.50861245,4.682108333
2021-12-26,77.47733571,4.1058
2021-12-27,63.24199635,3.863683333
2021-12-28,61.64299846,4.023341667
2021-12-29,83.72640889,3.707125
2021-12-30,65.80764531,4.752783333
2021-12-31,69.18800967,5.5853
2022-01-01,81.8538076,5.084191667
2022-01-02,65.65051067,4.54415
2022-01-03,66.47427774,4.367208333
2022-01-04,76.42504312,4.724058333
2022-01-05,84.29715868,3.9985
2022-01-06,81.47489213,3.5042
2022-01-07,77.63831073,4.089358333
2022-01-08,69.05185207,4.83185
2022-01-09,78.23460502,4.600666667
2022-01-10,66.30059209,4.306733333
2022-01-11,72.89682864,4.370066667
2022-01-12,73.90059889,4.761333333
2022-01-13,72.13886011,4.948008333
2022-01-14,79.20010713,4.740716667
2022-01-15,62.20011401,4.593716667
2022-01-16,80.28306189,4.543225
2022-01-17,68.12121868,3.3945
2022-01-18,70.80019178,4.994683333
2022-01-19,83.02552142,4.877458333
2022-01-20,64.04077298,5.157525
2022-01-21,60.63213688,4.276675
2022-01-22,84.54523677,4.458325
2022-01-23,75.22079782,4.231091667
2022-01-24,67.11032304,3.60555
2022-01-25,78.31024597,3.376491667
2022-01-26,60.29664984,4.305258333
2022-01-27,78.85656951,5.072183333
2022-01-28,68.94567612,4.640791667
2022-01-29,74.73075858,4.220491667
2022-01-30,67.11002873,3.830216667
2022-01-31,75.77677861,5.159383333
2022-02-01,83.96580278,5.045475
2022-02-02,71.12279493,5.312308333
2022-02-03,73.10165055,4.893833333
2022-02-04,76.74767657,5.666016667
2022-02-05,74.90105231,5.260066667
2022-02-06,80.45926838,4.804358333
2022-02-07,84.43258109,4.666641667
2022-02-08,72.70172073,4.104
2022-02-09,60.08424986,5.32515
2022-02-10,83.91931644,5.388183333
2022-02-11,79.65668846,4.062983333
2022-02-12,78.08217373,5.237983333
2022-02-13,82.09957151,3.7119
2022-02-14,80.13385608,4.431283333
2022-02-15,61.82999024,4.990216667
2022-02-16,70.0142312,4.149233333
2022-02-17,83.28806881,4.318383333
2022-02-18,72.93344219,5.188325
2022-02-19,82.80901823,4.450266667
2022-02-20,68.36250313,4.419858333
2022-02-21,71.36819868,4.836308333
2022-02-22,61.7251071,4.611808333
2022-02-23,74.42923155,4.886116667
2022-02-24,73.82318859,5.199866667
2022-02-25,72.01322331,5.2465
2022-02-26,63.55540791,6.427275
2022-02-27,60.4253492,6.287241667
2022-02-28,79.10204234,5.909541667
2022-03-01,64.19322198,5.74105
2022-03-02,78.89950203,3.948875
2022-03-03,66.98188831,6.092025
2022-03-04,69.41035626,5.41575
2022-03-05,67.99813517,5.110141667
2022-03-06,80.94850319,6.016166667
2022-03-07,61.79529248,5.128958333
2022-03-08,62.23306752,6.368116667
2022-03-09,68.59186344,5.415233333
2022-03-10,70.3314167,4.164808333
2022-03-11,73.28192158,5.839325
2022-03-12,71.02692361,4.187916667
2022-03-13,81.83482392,5.754641667
2022-03-14,84.6320141,5.3176
2022-03-15,69.92692102,4.818283333
2022-03-16,78.8960938,4.7711
2022-03-17,64.72382442,4.87725
2022-03-18,67.24210793,4.700166667
2022-03-19,63.24397744,5.915041667
2022-03-20,81.63273763,4.226183333
2022-03-21,71.05735294,3.431675
2022-03-22,81.63150936,3.580491667
2022-03-23,71.90614872,4.997616667
2022-03-24,79.91179805,5.12505
